geo_id,geoname_id,name,latitude,longitude,continent,status
7294,1842518,Goseong,34.97631,128.32361,Asia/Seoul,0
7295,4920808,Goshen,41.58227,-85.83444,America/Indiana/Indianapolis,0
7296,2131612,Goshogawara,40.80444,140.44139,Asia/Tokyo,0
7297,2918840,Goslar,51.90425,10.42766,Europe/Berlin,0
7298,2070571,Gosnells,-32.081,116.0054,Australia/Perth,0
7299,2660549,Gossau,47.41551,9.25482,Europe/Zurich,0
7300,790295,Gostivar,41.79601,20.90819,Europe/Skopje,0
7301,3098625,Gostyn,51.88247,17.01225,Europe/Warsaw,0
7302,3098619,Gostynin,52.42938,19.46194,Europe/Warsaw,0
7303,1863528,Gotemba,35.3,138.93333,Asia/Tokyo,0
7304,2918752,Gotha,50.94823,10.70193,Europe/Berlin,0
7305,731108,Gotse Delchev,41.56667,23.73333,Europe/Sofia,0
7306,1863521,Gotsucho,35.00856,132.2257,Asia/Tokyo,0
7307,2755420,Gouda,52.01667,4.70833,Europe/Amsterdam,0
7308,2164837,Goulburn,-34.75155,149.72086,Australia/Sydney,0
7309,2360238,Gourcy,13.20776,-2.35893,Africa/Ouagadougou,0
7310,3015490,Goussainville,49.01367,2.46595,Europe/Paris,0
7311,1270863,Govardhan,27.49658,77.46263,Asia/Kolkata,0
7312,3462315,Governador Valadares,-18.85111,-41.94944,America/Sao_Paulo,0
7313,1219392,Gowurdak,37.81244,66.04656,Asia/Ashgabat,0
7314,3433715,Goya,-29.14395,-59.2651,America/Argentina/Cordoba,0
7315,1842485,Goyang-si,37.65639,126.835,Asia/Seoul,0
7316,1270845,Goyerkata,26.69984,89.02565,Asia/Kolkata,0
7317,1000543,Graaff-Reinet,-32.25215,24.53075,Africa/Johannesburg,0
7318,3367513,Grabouw,-34.15152,19.01509,Africa/Johannesburg,0
7319,3199779,Gracanica,44.70307,18.3101,Europe/Sarajevo,0
7320,3121245,Gracia,41.40237,2.15641,Europe/Madrid,0
7321,3199744,Gradacac,44.87851,18.42764,Europe/Sarajevo,0
7322,3015419,Gradignan,44.77262,-0.61393,Europe/Paris,0
7323,4938048,Grafton,42.20704,-71.68562,America/New_York,0
7324,3175952,Gragnano,40.68907,14.52036,Europe/Rome,0
7325,5795906,Graham,47.05288,-122.29428,America/Los_Angeles,0
7326,1000501,Grahamstown,-33.30422,26.53276,Africa/Johannesburg,0
7327,3398856,Grajau,-5.81944,-46.13861,America/Fortaleza,0
7328,771506,Grajewo,53.64728,22.45537,Europe/Warsaw,0
7329,3681957,Granada,3.54625,-73.70687,America/Bogota,0
7330,2517117,Granada,37.18817,-3.60667,Europe/Madrid,0
7331,3619136,Granada,11.92988,-85.95602,America/Managua,0
7332,3854895,Granadero Baigorria,-32.85683,-60.71754,America/Argentina/Cordoba,0
7333,2517111,Granadilla de Abona,28.11882,-16.57599,Atlantic/Canary,0
7334,5964215,Granby,45.40008,-72.73243,America/Toronto,0
7335,5059429,Grand Forks,47.92526,-97.03285,America/Chicago,0
7336,5069297,Grand Island,40.92501,-98.34201,America/Chicago,0
7337,5423573,Grand Junction,39.06387,-108.55065,America/Denver,0
7338,4694482,Grand Prairie,32.74596,-96.99778,America/Chicago,0
7339,4994358,Grand Rapids,42.96336,-85.66809,America/Detroit,0
7340,2288115,Grand-Bassam,5.2118,-3.73884,Africa/Abidjan,0
7341,5964347,Grande Prairie,55.16667,-118.80271,America/Edmonton,0
7342,3015160,Grande-Synthe,51.0154,2.29975,Europe/Paris,0
7343,4388460,Grandview,38.88584,-94.53301,America/Chicago,0
7344,4994391,Grandville,42.90975,-85.76309,America/Detroit,0
7345,3888749,Graneros,-34.06863,-70.72747,America/Santiago,0
7346,4920869,Granger,41.75338,-86.11084,America/Indiana/Indianapolis,0
7347,3724337,Grangwav,18.4262,-72.76653,America/Port-au-Prince,0
7348,5353530,Granite Bay,38.76323,-121.16384,America/Los_Angeles,0
7349,4239714,Granite City,38.70144,-90.14872,America/Chicago,0
7350,3398706,Granja,-3.12028,-40.82611,America/Fortaleza,0
7351,3121145,Granollers,41.60797,2.28773,Europe/Madrid,0
7352,5729080,Grants Pass,42.43933,-123.33067,America/Los_Angeles,0
7353,2164691,Granville,-33.83333,151.01667,Australia/Sydney,0
7354,4694568,Grapevine,32.93429,-97.07807,America/Chicago,0
7355,3014856,Grasse,43.66667,6.91667,Europe/Paris,0
7356,3398691,Gravata,-8.20111,-35.56472,America/Recife,0
7357,3462089,Gravatai,-29.94218,-50.99278,America/Sao_Paulo,0
7358,6534275,Gravina di Catania,37.56085,15.06292,Europe/Rome,0
7359,3175860,Gravina in Puglia,40.81748,16.41915,Europe/Rome,0
7360,4894465,Grayslake,42.34447,-88.04175,America/Chicago,0
7361,2778067,Graz,47.06667,15.45,Europe/Vienna,0
7362,559029,Grazhdanka,60.03587,30.40518,Europe/Moscow,0
7363,4272340,Great Bend,38.36446,-98.76481,America/Chicago,0
7364,5655240,Great Falls,47.50024,-111.30081,America/Denver,0
7365,5965812,Greater Napanee,44.25012,-76.94944,America/Toronto,0
7366,6954929,Greater Noida,28.49615,77.53601,Asia/Kolkata,0
7367,7259823,Greater Northdale,28.10545,-82.52594,America/New_York,0
7368,5964700,Greater Sudbury,46.49,-80.99001,America/Toronto,0
7369,5577592,Greeley,40.42331,-104.70913,America/Denver,0
7370,5156371,Green,40.94589,-81.48317,America/New_York,0
7371,5254962,Green Bay,44.51916,-88.01983,America/Chicago,0
7372,4356783,Green Haven,39.13955,-76.54774,America/New_York,0
7373,5296802,Green Valley,31.85425,-110.9937,America/Phoenix,0
7374,4157467,Greenacres City,26.62368,-80.12532,America/New_York,0
7375,4356847,Greenbelt,39.00455,-76.87553,America/New_York,0
7376,5119347,Greenburgh,41.03287,-73.84291,America/New_York,0
7377,4626334,Greeneville,36.16316,-82.83099,America/New_York,0
7378,4258285,Greenfield,39.78504,-85.76942,America/Indiana/Indianapolis,0
7379,4938378,Greenfield,42.58759,-72.59953,America/New_York,0
7380,5255068,Greenfield,42.9614,-88.01259,America/Chicago,0
7381,5354172,Greenfield,36.3208,-121.24381,America/Los_Angeles,0
7382,4469146,Greensboro,36.07264,-79.79198,America/New_York,0
7383,2164515,Greensborough,-37.70462,145.10302,Australia/Melbourne,0
7384,2276600,Greenville,5.01133,-9.0388,Africa/Monrovia,0
7385,4428475,Greenville,33.41012,-91.06177,America/Chicago,0
7386,4469160,Greenville,35.61266,-77.36635,America/New_York,0
7387,4580543,Greenville,34.85262,-82.39401,America/New_York,0
7388,4695066,Greenville,33.13845,-96.11081,America/Chicago,0
7389,4258313,Greenwood,39.61366,-86.10665,America/Indiana/Indianapolis,0
7390,4428495,Greenwood,33.51623,-90.17953,America/Chicago,0
7391,4580569,Greenwood,34.1954,-82.16179,America/New_York,0
7392,4580599,Greer,34.93873,-82.22706,America/New_York,0
7393,2917816,Grefrath,51.3363,6.34072,Europe/Berlin,0
7394,2917788,Greifswald,54.09311,13.38786,Europe/Berlin,0
7395,2917737,Greiz,50.65778,12.19918,Europe/Berlin,0
7396,2473470,Gremda,34.75,10.78333,Africa/Tunis,0
7397,2660512,Grenchen,47.1921,7.39586,Europe/Zurich,0
7398,3014728,Grenoble,45.16667,5.71667,Europe/Paris,0
7399,5729485,Gresham,45.49818,-122.43148,America/Los_Angeles,0
7400,1643776,Gresik,-7.15389,112.65611,Asia/Jakarta,0
7401,3724233,Gressier,18.55,-72.51667,America/Port-au-Prince,0
7402,4326575,Gretna,29.91465,-90.05396,America/Chicago,0
7403,2621215,Greve,55.58333,12.3,Europe/Copenhagen,0
7404,2917544,Greven,52.09364,7.59396,Europe/Berlin,0
7405,2917540,Grevenbroich,51.09102,6.5827,Europe/Berlin,0
7406,558799,Gribanovskiy,51.45792,41.97637,Europe/Moscow,0
7407,2917412,Griesheim,49.86085,8.5725,Europe/Berlin,0
7408,4198322,Griffin,33.24678,-84.26409,America/New_York,0
7409,2164422,Griffith,-34.28853,146.05093,Australia/Sydney,0
7410,4920986,Griffith,41.52837,-87.42365,America/Chicago,0
7411,3014646,Grigny,48.65412,2.39343,Europe/Paris,0
7412,2797114,Grimbergen,50.93409,4.37213,Europe/Brussels,0
7413,2917325,Grimma,51.23367,12.71959,Europe/Berlin,0
7414,2567529,Groa de Murviedro,39.64167,-0.23889,Europe/Madrid,0
7415,2917221,Grobenzell,48.2,11.36667,Europe/Berlin,0
7416,771401,Grodzisk Mazowiecki,52.10387,20.6337,Europe/Warsaw,0
7417,2755272,Groesbeek,51.77667,5.93611,Europe/Amsterdam,0
7418,1643761,Grogol,-7.60111,110.81861,Asia/Jakarta,0
7419,2917138,Gronau,52.21099,7.02238,Europe/Berlin,0
7420,2755251,Groningen,53.21917,6.56667,Europe/Amsterdam,0
7421,3357114,Grootfontein,-19.56667,18.11667,Africa/Windhoek,0
7422,3337408,Gropiusstadt,52.425,13.46667,Europe/Berlin,0
7423,2915613,Gross-Gerau,49.92139,8.48255,Europe/Berlin,0
7424,2914929,Gross-Umstadt,49.86899,8.9321,Europe/Berlin,0
7425,4994871,Grosse Pointe Woods,42.44365,-82.90686,America/Detroit,0
7426,2916630,Grossenhain,51.28951,13.5335,Europe/Berlin,0
7427,3175786,Grosseto,42.76296,11.10941,Europe/Rome,0
7428,2915196,Grossostheim,49.91985,9.07596,Europe/Berlin,0
7429,3175775,Grottaferrata,41.78664,12.67144,Europe/Rome,0
7430,3175773,Grottaglie,40.53694,17.43723,Europe/Rome,0
7431,4513409,Grove City,39.88145,-83.09296,America/New_York,0
7432,4695317,Groves,29.94827,-93.91712,America/Chicago,0
7433,558418,Groznyy,43.31195,45.68895,Europe/Moscow,0
7434,3098218,Grudziadz,53.48411,18.75366,Europe/Warsaw,0
7435,3175755,Grugliasco,45.06516,7.57954,Europe/Rome,0
7436,3175743,Grumo Nevano,40.93591,14.25983,Europe/Rome,0
7437,558312,Gryazi,52.49657,39.93593,Europe/Moscow,0
7438,558236,Gryazovets,58.88,40.2525,Europe/Moscow,0
7439,3098201,Gryfice,53.9165,15.20027,Europe/Warsaw,0
7440,3098200,Gryfino,53.25243,14.48831,Europe/Warsaw,0
7441,3426466,Grytviken,-54.28111,-36.5092,Atlantic/South_Georgia,0
7442,1734651,Gua Musang,4.8823,101.9644,Asia/Kuala_Lumpur,0
7443,4026075,Guacamayas,18.01932,-102.21225,America/Mexico_City,0
7444,3640465,Guacara,10.22609,-67.877,America/Caracas,0
7445,3681797,Guacari,3.76383,-76.33292,America/Bogota,0
7446,3462022,Guacui,-20.77556,-41.67944,America/Sao_Paulo,0
7447,3121070,Guadalajara,40.62862,-3.16185,Europe/Madrid,0
7448,4005539,Guadalajara,20.66682,-103.39182,America/Mexico_City,0
7449,3623593,Guadalupe,9.94805,-84.05665,America/Costa_Rica,0
7450,4005492,Guadalupe,25.67678,-100.25646,America/Monterrey,0
7451,4005509,Guadalupe,22.75305,-102.51822,America/Mexico_City,0
7452,3696847,Guadalupe,-7.25,-79.48333,America/Lima,0
7453,3979505,Guadalupe Victoria,32.28924,-115.10534,America/Tijuana,0
7454,2516925,Guadix,37.29932,-3.13922,Europe/Madrid,0
7455,3473964,Guaiba,-30.11389,-51.325,America/Sao_Paulo,0
7456,3557923,Guaimaro,21.05176,-77.35021,America/Havana,0
7457,3461995,Guaira,-20.31833,-48.31056,America/Sao_Paulo,0
7458,3398614,Guaiuba,-4.03972,-38.63722,America/Fortaleza,0
7459,3925075,Guajara Mirim,-10.78278,-65.33944,America/Porto_Velho,0
7460,3657670,Gualaceo,-2.89264,-78.77814,America/Guayaquil,0
7461,3595560,Gualan,15.11952,-89.35721,America/Guatemala,0
7462,3433663,Gualeguay,-33.14156,-59.30966,America/Argentina/Cordoba,0
7463,3433658,Gualeguaychu,-33.00937,-58.51722,America/Argentina/Cordoba,0
7464,4043547,Guam Government House,13.47191,144.74978,Pacific/Guam,0
7465,4005297,Guamuchil,25.46404,-108.08199,America/Mazatlan,0
7466,3557846,Guanabacoa,23.12389,-82.30028,America/Havana,0
7467,3557801,Guanajay,22.92639,-82.6875,America/Havana,0
7468,4005270,Guanajuato,21.01858,-101.2591,America/Mexico_City,0
7469,3461973,Guanambi,-14.22333,-42.78139,America/Bahia,0
7470,3640226,Guanare,9.04183,-69.74206,America/Caracas,0
7471,3557758,Guane,22.2025,-84.0875,America/Havana,0
7472,2034497,Guangming,45.33333,122.78333,Asia/Shanghai,0
7473,1809879,Guangshui,31.6199,113.9978,Asia/Shanghai,0
7474,1806466,Guangyuan,32.44201,105.823,Asia/Shanghai,0
7475,1809858,Guangzhou,23.11667,113.25,Asia/Shanghai,0
7476,3461958,Guanhaes,-18.775,-42.9325,America/Sao_Paulo,0
7477,1802875,Guankou,28.15861,113.62709,Asia/Shanghai,0
7478,3557689,Guantanamo,20.14444,-75.20917,America/Havana,0
7479,3623580,Guapiles,10.21682,-83.78483,America/Costa_Rica,0
7480,3461949,Guapimirim,-22.53722,-42.98194,America/Sao_Paulo,0
7481,3461941,Guapore,-28.84556,-51.89028,America/Sao_Paulo,0
7482,3461935,Guara,-20.42833,-47.82417,America/Sao_Paulo,0
7483,3398570,Guarabira,-6.85472,-35.49,America/Fortaleza,0
7484,3398569,Guaraciaba do Norte,-4.16694,-40.7475,America/Fortaleza,0
7485,3461914,Guaramirim,-26.47306,-49.00278,America/Sao_Paulo,0
7486,3657571,Guaranda,-1.59263,-79.00098,America/Guayaquil,0
7487,3461910,Guaranesia,-21.29917,-46.8025,America/Sao_Paulo,0
7488,3461888,Guarapari,-20.65367,-40.50204,America/Sao_Paulo,0
7489,3461879,Guarapuava,-25.39048,-51.46541,America/Sao_Paulo,0
7490,3461874,Guararapes,-21.26083,-50.64278,America/Sao_Paulo,0
7491,3461871,Guararema,-23.415,-46.035,America/Sao_Paulo,0
7492,3461859,Guaratingueta,-22.81639,-45.1925,America/Sao_Paulo,0
7493,3461857,Guaratuba,-25.88278,-48.57472,America/Sao_Paulo,0
7494,2738785,Guarda,40.53733,-7.26575,Europe/Lisbon,0
7495,2516902,Guardamar del Segura,38.09031,-0.65556,Europe/Madrid,0
7496,3640049,Guarenas,10.46736,-66.60663,America/Caracas,0
7497,3461824,Guariba,-21.36,-48.22833,America/Sao_Paulo,0
7498,3461789,Guaruja,-23.99306,-46.25639,America/Sao_Paulo,0
7499,3461786,Guarulhos,-23.46278,-46.53333,America/Sao_Paulo,0
7500,4005219,Guasave,25.56745,-108.46756,America/Mazatlan,0
7501,3804949,Guasdualito,7.24241,-70.73235,America/Caracas,0
7502,3598132,Guatemala City,14.64072,-90.51327,America/Guatemala,0
7503,3639898,Guatire,10.4762,-66.54266,America/Caracas,0
7504,3461763,Guaxupe,-21.30528,-46.71278,America/Sao_Paulo,0
7505,4565105,Guayama,17.98413,-66.11378,America/Puerto_Rico,0
7506,3657509,Guayaquil,-2.20584,-79.90795,America/Guayaquil,0
7507,3915350,Guayaramerin,-10.83676,-65.36136,America/La_Paz,0
7508,4565119,Guaynabo,18.35745,-66.111,America/Puerto_Rico,0
7509,558209,Gubakha,58.83862,57.55325,Asia/Yekaterinburg,0
7510,1270824,Gubbi,13.31216,76.94102,Asia/Kolkata,0
7511,2913922,Guben,51.94987,14.71447,Europe/Berlin,0
7512,3098130,Gubin,51.94956,14.72837,Europe/Warsaw,0
7513,558146,Gubkin,51.28167,37.54583,Europe/Moscow,0
7514,1539209,Gubkinskiy,64.434,76.50261,Asia/Yekaterinburg,0
7515,1809610,Gucheng Chengguanzhen,32.26604,111.63476,Asia/Shanghai,0
7516,1270820,Gudalur,9.67826,77.24951,Asia/Kolkata,0
7517,558118,Gudermes,43.35071,46.10925,Europe/Moscow,0
7518,1270801,Gudivada,16.43547,80.99555,Asia/Kolkata,0
7519,1270800,Gudiyatham,12.94601,78.87377,Asia/Kolkata,0
7520,1270791,Gudur,14.14903,79.8514,Asia/Kolkata,0
7521,1270787,Guduvancheri,12.84519,80.06055,Asia/Kolkata,0
7522,2420562,Gueckedou,8.56744,-10.1336,Africa/Conakry,0
7523,3557378,Gueines,22.83611,-82.02806,America/Havana,0
7524,3639725,Gueiria,10.57806,-62.29771,America/Caracas,0
7525,2495662,Guelma,36.46214,7.42608,Africa/Algiers,0
7526,2548526,Guelmim,28.98696,-10.05738,Africa/Casablanca,0
7527,5967629,Guelph,43.54594,-80.25599,America/Toronto,0
7528,6354985,guengoeren merter,41.00711,28.88795,Europe/Istanbul,0
7529,2913555,Guenzburg,48.45599,10.27695,Europe/Berlin,0
7530,3014392,Guerande,47.32911,-2.42829,Europe/Paris,0
7531,2548489,Guercif,34.22568,-3.35361,Africa/Casablanca,0
7532,3014383,Gueret,46.16667,1.86667,Europe/Paris,0
7533,2913433,Guestrow,53.7972,12.17337,Europe/Berlin,0
7534,2913366,Guetersloh,51.90693,8.37853,Europe/Berlin,0
7535,2516860,Guia de Isora,28.21154,-16.77947,Atlantic/Canary,0
7536,2230876,Guider,9.9333,13.94671,Africa/Douala,0
7537,3175678,Guidonia,41.99232,12.71876,Europe/Rome,0
7538,6534228,Guidonia Montecelio,41.99362,12.72238,Europe/Rome,0
7539,1809532,Guigang,23.09639,109.60917,Asia/Shanghai,0
7540,2287958,Guiglo,6.54368,-7.4935,Africa/Abidjan,0
7541,3639747,Guigue,10.08528,-67.77917,America/Caracas,0
7542,1712531,Guiguinto,14.83333,120.88333,Asia/Manila,0
7543,1712520,Guihulngan,10.1214,123.2742,Asia/Manila,0
7544,4835512,Guilford,41.28899,-72.68176,America/New_York,0
7545,1809498,Guilin,25.28194,110.28639,Asia/Shanghai,0
7546,2516852,Guimar,28.31122,-16.41276,Atlantic/Canary,0
7547,2738752,Guimaraes,41.44443,-8.29619,Europe/Lisbon,0
7548,1712488,Guimba,15.6605,120.7683,Asia/Manila,0
7549,2251230,Guinguineo,14.26667,-15.95,Africa/Dakar,0
7550,1809486,Guiping,23.39336,110.07437,Asia/Shanghai,0
7551,3557347,Guira de Melena,22.79274,-82.50823,America/Havana,0
7552,1809483,Guiren,33.66972,118.18889,Asia/Shanghai,0
7553,3557332,Guisa,20.25101,-76.54152,America/Havana,0
7554,1712232,Guiset East,16.06667,120.68333,Asia/Manila,0
7555,1788406,Guixi,28.28857,117.21329,Asia/Shanghai,0
7556,1809461,Guiyang,26.58333,106.71667,Asia/Shanghai,0
7557,3014175,Gujan-Mestras,44.63333,-1.06667,Europe/Paris,0
7558,1177682,Gujar Khan,33.25579,73.30255,Asia/Karachi,0
7559,6822219,Gujo,35.73691,136.95852,Asia/Tokyo,0
7560,1177662,Gujranwala,32.16167,74.18831,Asia/Karachi,0
7561,1177654,Gujrat,32.57284,74.07897,Asia/Karachi,0
7562,558082,Gukovo,48.06212,39.9355,Europe/Moscow,0
7563,558066,Gul'kevichi,45.35383,40.69465,Europe/Moscow,0
7564,1270763,Gulabpura,25.90448,74.66025,Asia/Kolkata,0
7565,1270759,Gulaothi,28.58938,77.79318,Asia/Kolkata,0
7566,1283368,Gulariya,28.23333,81.33333,Asia/Kathmandu,0
7567,1270752,Gulbarga,17.33583,76.83757,Asia/Kolkata,0
7568,1270750,Guledagudda,16.05025,75.78997,Asia/Kolkata,0
7569,4428667,Gulfport,30.36742,-89.09282,America/Chicago,0
7570,1809412,Guli,28.88162,120.03308,Asia/Shanghai,0
7571,1513966,Guliston,40.48972,68.78417,Asia/Tashkent,0
7572,233346,Gulu,2.77457,32.29899,Africa/Kampala,0
7573,1712162,Gumaca,13.921,122.1002,Asia/Manila,0
7574,161943,Gumdag,39.20611,54.59056,Asia/Ashgabat,0
7575,2340091,Gumel,12.6269,9.38807,Africa/Lagos,0
7576,1842225,Gumi,36.1136,128.336,Asia/Seoul,0
7577,1270723,Gumia,23.79896,85.82383,Asia/Kolkata,0
7578,1270722,Gumla,23.04156,84.54397,Asia/Kolkata,0
7579,2913761,Gummersbach,51.02608,7.56473,Europe/Berlin,0
7580,2340086,Gummi,12.14484,5.11776,Africa/Lagos,0
7581,1270718,Gummidipundi,13.40765,80.10879,Asia/Kolkata,0
7582,746425,Gumushkhane,40.46001,39.47176,Europe/Istanbul,0
7583,1270711,Guna,24.64691,77.3113,Asia/Kolkata,0
7584,1270686,Gundlupet,11.8082,76.69104,Asia/Kolkata,0
7585,1270674,Gunnaur,28.23995,78.43994,Asia/Kolkata,0
7586,1270670,Guntakal,15.17126,77.36565,Asia/Kolkata,0
7587,1270668,Guntur,16.29974,80.45729,Asia/Kolkata,0
7588,1270667,Gunupur,19.0804,83.80879,Asia/Kolkata,0
7589,2913537,Gunzenhausen,49.11663,10.75971,Europe/Berlin,0
7590,1809263,Guozhen,34.36591,107.35904,Asia/Shanghai,0
7591,1506073,Gur'yevsk,54.28333,85.93333,Asia/Novokuznetsk,0
7592,676527,Gura Humorului,47.55,25.9,Europe/Bucharest,0
7593,1270642,Gurgaon,28.4601,77.02635,Asia/Kolkata,0
7594,746252,Gurgentepe,40.78567,37.58969,Europe/Istanbul,0
7595,1841988,Guri-si,37.5986,127.1394,Asia/Seoul,0
7596,1513962,Gurlan,41.84472,60.39194,Asia/Samarkand,0
7597,1270627,Gurmatkal,16.86773,77.39088,Asia/Kolkata,0
7598,4894861,Gurnee,42.3703,-87.90202,America/Chicago,0
7599,313331,Guroymak,38.5758,42.01558,Europe/Istanbul,0
7600,746234,Gurpinar,40.99256,28.61428,Europe/Istanbul,0
7601,1270619,Gursahaiganj,27.11518,79.73174,Asia/Kolkata,0
7602,1270618,Gursarai,25.61677,79.18053,Asia/Kolkata,0
7603,746232,Gursu,40.21876,29.19487,Europe/Istanbul,0
7604,1270612,Guru Har Sahai,30.70862,74.40407,Asia/Kolkata,0
7605,1735485,Gurun,5.81717,100.47381,Asia/Kuala_Lumpur,0
7606,3461724,Gurupi,-11.72917,-49.06861,America/Araguaina,0
7607,1270603,Guruvayur,10.5943,76.0411,Asia/Kolkata,0
7608,557775,Gus'-Khrustal'nyy,55.61113,40.65186,Europe/Moscow,0
7609,2339937,Gusau,12.17024,6.66412,Africa/Lagos,0
7610,557882,Gusev,54.59222,22.19972,Europe/Kaliningrad,0
7611,1863495,Gushikawa,26.35937,127.86735,Asia/Tokyo,0
7612,1813851,Gushu,31.56055,118.48147,Asia/Shanghai,0
7613,2023782,Gusinoozyorsk,51.28333,106.5,Asia/Irkutsk,0
7614,1270598,Guskhara,23.49276,87.73484,Asia/Kolkata,0
7615,3579132,Gustavia,17.89618,-62.84978,America/St_Barthelemy,0
7616,3482969,Gustavo A. Madero,22.8694,-98.75886,America/Monterrey,0
7617,3514674,Gustavo A. Madero,19.49016,-99.10978,America/Mexico_City,0
7618,1798636,Gutao,37.2025,112.17806,Asia/Shanghai,0
7619,1271476,Guwahati,26.1844,91.7458,Asia/Kolkata,0
7620,3014143,Guyancourt,48.77334,2.07393,Europe/Paris,0
7621,1809159,Guye,39.73054,118.44085,Asia/Shanghai,0
7622,1712051,Guyong,14.8361,120.97844,Asia/Manila,0
7623,2339892,Gwadabawa,13.35819,5.23812,Africa/Lagos,0
7624,1177446,Gwadar,25.12163,62.32541,Asia/Karachi,0
7625,1270583,Gwalior,26.22983,78.17337,Asia/Kolkata,0
7626,1841810,Gwangju,37.41,127.25722,Asia/Seoul,0
7627,1841811,Gwangju,35.15472,126.91556,Asia/Seoul,0
7628,2339786,Gwaram,11.27727,9.88385,Africa/Lagos,0
7629,2339756,Gwarzo,11.91597,7.9337,Africa/Lagos,0
7630,890422,Gweru,-19.45,29.81667,Africa/Harare,0
7631,2339665,Gwoza,11.08313,13.69595,Africa/Lagos,0
7632,3052101,Gyal,47.38449,19.2214,Europe/Budapest,0
7633,1841598,Gyeongsan-si,35.82333,128.73778,Asia/Seoul,0
7634,1863482,Gyoda,36.14074,139.46011,Asia/Tokyo,0
7635,720364,Gyomaendrod,46.93333,20.83333,Europe/Budapest,0
7636,3052040,Gyongyos,47.78257,19.928,Europe/Budapest,0
7637,3052009,Gyor,47.68333,17.63512,Europe/Budapest,0
7638,720334,Gyula,46.65,21.28333,Europe/Budapest,0
7639,616635,Gyumri,40.7942,43.84528,Asia/Yerevan,0
7640,1581364,Ha Dong,20.97136,105.77876,Asia/Ho_Chi_Minh,0
7641,1581052,Ha Tien,10.3831,104.48753,Asia/Ho_Chi_Minh,0
7642,1581047,Ha Tinh,18.34282,105.90569,Asia/Ho_Chi_Minh,0
7643,2755030,Haaksbergen,52.15667,6.73889,Europe/Amsterdam,0
7644,2796833,Haaltert,50.90634,4.00093,Europe/Brussels,0
7645,2913195,Haan,51.19382,7.0133,Europe/Berlin,0
7646,2913192,Haar,48.10881,11.72653,Europe/Berlin,0
7647,2755003,Haarlem,52.38084,4.63683,Europe/Amsterdam,0
7648,3746181,Habana del Este,23.15917,-82.33056,America/Havana,0
7649,274874,Habbouch,33.40729,35.48169,Asia/Beirut,0
7650,1185209,Habiganj,24.38044,91.41299,Asia/Dhaka,0
7651,1270568,Habra,22.84202,88.65606,Asia/Kolkata,0
7652,2130203,Hachinohe,40.5,141.5,Asia/Tokyo,0
7653,1863440,Hachioji,35.65583,139.32389,Asia/Tokyo,0
7654,585379,Haci Zeynalabdin,40.62333,49.55861,Asia/Baku,0
7655,5354819,Hacienda Heights,33.99307,-117.96868,America/Los_Angeles,0
7656,3888214,Hacienda La Calera,-32.78333,-71.21667,America/Santiago,0
7657,8858085,Hacienda Santa Fe,20.51806,-103.38056,America/Mexico_City,0
7658,313013,Hacilar,38.64631,35.44937,Europe/Istanbul,0
7659,585225,Haciqabul,40.03874,48.94286,Asia/Baku,0
7660,5098706,Hackensack,40.88593,-74.04347,America/New_York,0
7661,1177397,Hadali,32.64132,74.56904,Asia/Karachi,0
7662,1863431,Hadano,35.37111,139.22361,Asia/Tokyo,0
7663,2339631,Hadejia,12.45347,10.04115,Africa/Lagos,0
7664,294946,Hadera,32.44192,34.9039,Asia/Jerusalem,0
7665,2620964,Haderslev,55.25377,9.48982,Europe/Copenhagen,0
7666,1270554,Hadgaon,19.49552,77.65863,Asia/Kolkata,0
7667,312899,Hadim,36.98776,32.45674,Europe/Istanbul,0
7668,96309,Hadithah,34.13477,42.37724,Asia/Baghdad,0
7669,2494962,Hadjout,36.51257,2.41382,Africa/Algiers,0
7670,6693771,Hadley Wood,51.66669,-0.16981,Europe/London,0
7671,709054,Hadyach,50.37112,33.99099,Europe/Kiev,0
7672,1877615,Haeju,38.04056,125.71472,Asia/Pyongyang,0
7673,659180,Haemeenlinna,60.99596,24.46434,Europe/Helsinki,0
7674,1844751,Haenam,34.57111,126.59889,Asia/Seoul,0
7675,2707684,Haernoesand,62.63228,17.93794,Europe/Stockholm,0
7676,1177384,Hafizabad,32.06786,73.68545,Asia/Karachi,0
7677,1270543,Haflong,25.16478,93.01744,Asia/Kolkata,0
7678,3416706,Hafnarfjoerdur,64.0671,-21.93774,Atlantic/Reykjavik,0
7679,4044012,Hagatna,13.47567,144.74886,Pacific/Guam,0
7680,2912621,Hagen,51.36081,7.47168,Europe/Berlin,0
7681,335288,Hagere Hiywet,8.98333,37.85,Africa/Addis_Ababa,0
7682,344620,Hagere Maryam,5.63418,38.23603,Africa/Addis_Ababa,0
7683,4357141,Hagerstown,39.64176,-77.71999,America/New_York,0
7684,1863418,Hagi,34.4,131.41667,Asia/Tokyo,0
7685,1711982,Hagonoy,14.83413,120.73271,Asia/Manila,0
7686,3014078,Haguenau,48.81557,7.79051,Europe/Paris,0
7687,1863398,Haibara-akanedai,34.53333,135.95,Asia/Tokyo,0
7688,2037086,Haicheng,40.85158,122.74754,Asia/Shanghai,0
7689,294801,Haifa,32.81841,34.9885,Asia/Jerusalem,0
7690,2911964,Haiger,50.74162,8.20778,Europe/Berlin,0
7691,1809077,Haikou,24.77985,102.57548,Asia/Shanghai,0
7692,1809078,Haikou,20.04583,110.34167,Asia/Shanghai,0
